NÚMERO DO TERMO;ANO DO TERMO;CPF/CNPJ;RAZÃO SOCIAL;OBJETO;DATA DA ASSINATURA;DATA DE PUBLICAÇÃO;VIGÊNCIA;SITUAÇÃO
3;2019;00000000000191;BANCO DO BRASIL S/A;Cessão de uso onerosa do espaço físico de aproximadamente 165 m² (cento e sessenta e cinco metros quadrados), localizado na área externa do piso térreo do Edifício Sede do Tribunal, para funcionamento de um Posto de Atendimento Bancário (PAB), para o uso de servidores, aposentados, funcionários e pensionistas do Tribunal.;09/08/2019;14/08/2019;08/10/2024 00:00:00;Não informada
4;2019;14951451000119;CONSELHO DE ARQUITETURA E URBANISMO - CAU;Adoção de ações voltadas para a aproximação e integração dos convenentes, em especial, o intercâmbio de informações e cooperação técnica nas áreas de fiscalização, pesquisa, capacitação e o estabelecimento de mecanismos para sua realizção, sem fins lucrativos, entre o Tribunal e o CAU MG.;04/12/2019;05/12/2019;12/04/2024 00:00:00;Não informada
1;2019;05818935000101;TRIBUNAL DE CONTAS DO ESTADO DO PIAUÍ;Cessão do Aplicativo Na Ponta do Lápis.;15/02/2019;19/02/2019;02/15/2024 00:00:00;Não informada
2;2019;00000000000104;CAIXA ECONÔMICA FEDERAL;Cessão de uso onerosa do espaço físico de aproximadamente 175m2 (cento e setenta e cinco metros quadrados), localizado na área externa do piso térreo do Edifício Sede do TRIBUNAL, para funcionamento de um Posto de Atendimento Bancário - PAB do BANCO, para uso dos servidores, aposentados, funcionários e pensionistas do TRIBUNAL.;31/05/2019;24/06/2019;06/01/2024 00:00:00;Não informada
3;2019;30051023000196;TRIBUNAL DE CONTAS DO ESTADO DO RIO DE JANEIRO ;Este Acordo de Cooperação Técnica tem por objeto o intercâmbio de informações e a cooperação técnica que envolve assuntos inerentes ao âmbito de controle externo e/ou de tecnologia da informação, visando o compartilhamento de conhecimentos e a transferência mútua de tecnologias, mediante a disponibilização da solução desenvolvida pelo TCE-MG, denominado NA PONTA DO LÁPIS, bem como dos conhecimentos utilizados na sua construção e desenvolvimento.;05/06/2019;07/06/2019;06/07/2024 00:00:00;Não informada
1;2019;21797311000101;SICOOB COFAL;cessão de uso onerosa do espaço físico de aproximadamente 41 m² (quarenta e um metros quadrados), localizado na área interna do piso térreo do Edifício Sede do TRIBUNAL, para funcionamento de um Posto de Atendimento Bancário (PAB) do SICOOB - COFAL, para uso dos servidores, aposentados, funcionários e pensionistas do TRIBUNAL.;27/06/2019;28/06/2019;07/12/2024 00:00:00;Não informada
1;2020;01175497000141;AGÊNCIA BRASILEIRA DE INTELIGÊNCIA - ABIN;"TERMO DE COOPERAÇÃO TÉCNICA 0001/2020
O presente instrumento tem por objeto a mútua colaboração entre os órgãos signatários na atividade de Inteligência - à luz das diretrizes da Política Nacional de Inteligência, e dos princípios e valores da Constituição da República Federativa do Brasil - por meio de intercâmbio de dados e informações, capacitação técnica e acesso a banco de dados.";24/01/2020;27/01/2020;01/24/2025 00:00:00;Não informada
2;2020;;MUNICÍPIO   DE   BELO HORIZONTE, pela SECRETARIA MUNICIPAL    DE    SAÚDE.;finalidade  estabelecer  as  cláusulas  gerais  que regerão   a   relação   por   meio   da   qual   o   TCEMG, cumprindo   sua   missão   constitucional   de   controle externo,    atuará    na    qualidade    de    auditordas Demonstrações Financeiras do Programa de Modernização  e  Melhoria  da  Qualidade  das  Redes  de Atenção   em   Saúde   em   Belo   Horizonte   (Programa Melhor   Saúde   BH),   com   recursos   decorrentes   de financiamento externo com o Banco Interamericano de Desenvolvimento.;08/09/2020;09/09/2020;09/08/2025 00:00:00;Não informada
1;2020;01175497000141;AGÊNCIA BRASILEIRA    DE    INTELIGÊNCIA -ABIN;a    mútua    colaboração    entre    os    órgãos signatários  na  atividade  de  Inteligência -à  luz  das diretrizes  da  Política  Nacional  de  Inteligência,  e  dos princípios   e   valores   da   Constituição   da   República Federativa  do  Brasil -por  meio  de  intercâmbio  de dados  e  informações,  capacitação  técnica  e  acesso  a banco de dados.;24/01/2020;27/01/2020;01/24/2025 00:00:00;Não informada
1910002907;2020;16907746000113;SECRETARIA DE ESTADO DE FAZENDA - SEF/MG;"O presente Termo tem por objetivo o intercâmbio de dados e informações entre os partícipes,
para o aprimoramento e desenvolvimento de suas atividades.
";07/02/2020;04/03/2020;02/07/2025 00:00:00;Não informada
138;2020;17464652000180;FUNDAÇÃO JOÃO PINHEIRO;"O presente Convênio tem por objeto a disponibilização, pelos partícipes de acesso mútuo às informações públicas, constantes em
seus bancos de dados, relativos aos Municípios e ao Estado de Minas Gerais, incluindo toda a administração direta e indireta desses entes, bem como a FUNDAÇÃO prestar apoio ao TRIBUNAL na elaboração de indicadores
";14/07/2020;16/07/2020;07/14/2025 00:00:00;Não informada
1;2020;19984848000120; ORDEM DOS ADVOGADOS DO BRASIL - SEÇÃO MINAS GERAIS - OAB/MG;"Este Termo tem como objeto a cessão de uso, a título gratuito, de uma sala localizada no piso 2S do Edifício Sede do TRIBUNAL, ora denominada ""Sala da OAB"", com área total de 14 m2 (quatorze metros quadrados).

";20/08/2020;18/09/2020;08/20/2025 00:00:00;Não informada
1;2020;;Governo do Estado de Minas Gerais, Assembleia Legislava de Minas Gerais,Tribunal de Jusça de Minas Gerais, Ministério Público de Minas Gerais, Defensoria Pública de Minas Gerais,;Formação da Rede Mineira de Integridade.;28/09/2020;07/10/2020;;Não informada
31;2020;05940740000121;UNIÃO, por intermédio do TRIBUNAL REGIONAL ELEITORAL DE MINAS GERAIS;O presente instrumento visa estabelecer a integração entre o TREMG e o TCEMG, objetivando o acesso aos dados dos sistemas CAPMG e SICOM geridos pelo TCEMG e aos sistemas INFODIP e SIEL, geridos pelo TREMG. ;04/11/2020;09/11/2020;11/04/2030 00:00:00;Não informada
1;2020;21154554000113;TRIBUNAL DE JUSTIÇA DO ESTADO DE MINAS GERAIS;"Conjugação de esforços entre os partícipes, mediante ações institucionais, no âmbito de suas respectivas competências, e ações conjuntas de orientação aos gestores públicos com o objetivo de  tornar mais célere e eficaz a recomposição das receitas públicas.
";07/05/2020;08/05/2020;;Não informada
1;2020;16695025000197;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS;Transferência de bens móveis ociosos e antieconômicos do TRIBUNAL à PMMG, com base nas justificativas constantes do processo administrativo em que se fundamenta este ato.;13/10/2020;15/10/2020;;Não informada
1;2021;77996312000121;TRIBUNAL DE CONTAS DO ESTADO DO PARANÁ;"O presente instrumento tem por objeto a mútua colaboração entre os órgãos signatários nas atividades de Controle Externo, por meio do intercâmbio de experiências e da integração de procedimentos e de metodologias, objetivando aprimorar e fortalecer as auditorias realizadas pelos partícipes.
";27/01/2021;29/01/2021;01/29/2026 00:00:00;Não informada
1;2021;000000000000000000;CORREGEDORIA GERAL DA UNIAO;": fomentar a atividade correcional em todo o território nacional, por meio da disponibilização de capacitação, material orientativo e sistemas informatizados. Além disso, o Programa visa promover o intercâmbio de boas práticas da gestão da atividade correcional, por meio de reuniões, eventos e Concurso de Boas Práticas.
Vigência: prazo indeterminado.";08/03/2021;05/04/2021;;Não informada
0;2021;21154877000107;TERMO DE ADESÃO À REDE NACIONAL DE OUVIDORIAS;"Termo de Adesão à Rede Nacional de Ouvidorias, coordenado e implementado pela Ouvidoria-Geral da União. (Processo SEI nº 21.0.000000866-1) Objeto: integração das ouvidorias públicas, em busca da consolidação de uma agenda nacional de ouvidoria pública e participação social, e para a garantia dos direitos dos usuários de serviços públicos.
Vigência: prazo indeterminado.
Data da assinatura: 24/03/2021. ";24/03/2021;11/06/2021;;Não informada
0;2021;21154877000107;TERMO DE ADESÃO AO PROGRAMA DE FORTALECIMENTO DE CORREGEDORIAS - PROCOR ;"fomentar a atividade correcional em todo o território nacional, por meio da disponibilização de capacitação, material orientativo e sistemas informatizados. Além disso, o Programa visa promover
o intercâmbio de boas práticas da gestão da atividade correcional, por meio de reuniões, eventos e Concurso de Boas Práticas.
Vigência: prazo indeterminado";08/03/2021;05/04/2021;;Não informada
1;2021;18715532000170;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;"Constitui objeto do presente Termo, a transferência de bens móveis inservíveis - veículos do TRIBUNAL à PCMG, com base nas justificativas constantes do processo administrativo em que se fundamenta este ato.

Parágrafo único - Os bens a serem transferidos tratam-se dos veículos abaixo discriminados, que estão fora de operação e que, portanto, não atendem às demandas internas deste Tribunal.";25/05/2021;27/05/2021;05/27/2026 00:00:00;Não informada
1;2021;00000000000191;BANCO DO BRASIL S.A;Este instrumento tem como objeto cessão de uso dos espaços físicos localizados no 1º andar do Edifício Anexo I e no 4º andar do Edifício Sede do Tribunal para a instalação de 02 (dois) terminais de atendimento bancário (caixa eletrônico) do Banco do Brasil, para o uso dos servidores e funcionários do TRIBUNAL.;25/06/2021;29/06/2021;06/29/2026 00:00:00;Não informada
120;2021;00394460056368;SECRETARIA ESPECIAL DE PREVIDENCIA E TRABALHO DO MINISTERIO DA ECONOMIA ;Constitui objeto deste Acordo de Cooperação Técnica o intercâmbio de informações na área de auditoria previdenciária para o aprimoramento da orientação, acompanhamento, controle e supervisão da gestão dos Regimes Próprios de Previdência Social - RPPS jurisdicionados pelo TCE/MG.;23/06/2021;06/07/2021;07/06/2026 00:00:00;Não informada
1;2021;20513859000101;ASSOCIAÇÃO MINEIRA DE MUNICÍPIOS;"Este Termo de Cooperação Técnica tem como objeto o treinamento e a formação de Agentes de Contratação, conforme estabelecido pela Lei 14.133/2021, com curso de 32 horas.

 ";21/07/2021;22/07/2021;07/22/2023 00:00:00;Não informada
0;2021;58723800000110;INSITUTO RUI BARBOSA;Adesão à possibilidade de divulgação, no Portal de Cursos IRB Conhecimento, do INSTITUTO RUI BARBOSA - IRB, de ações de capacitação virtuais e gratuitas destinadas ao público em geral, Tribunais de Contas e administração pública.;09/08/2021;10/08/2021;08/09/2026 00:00:00;Não informada
2;2021;00360305000104;CAIXA ECONÔMICA FEDERAL;"cessão de uso do espaço físico localizado no 1º andar do Edifício Anexo I do TRIBUNAL, para a instalação de 1 (um) terminal de atendimento bancário (caixa eletrônico) da CAIXA, para o uso dos
servidores e funcionários do TRIBUNAL.";16/08/2021;18/08/2021;08/18/2026 00:00:00;Não informada
3;2021;21797311000101;COOPERATIVA DE CRÉDITO DOS SERVIDORES DOS PODERES LEGISLATIVOS DO ESTADO DE MINAS GERAIS E DO SEU ÓRGÃO AUXILIAR LTDA;Cessão de Uso do espaço físico especificado no layout anexo, localizado no 2º andar do Edifício Anexo I do TRIBUNAL, para a instalação de 1 (um) terminal de atendimento bancário (caixa eletrônico) do SICOOB-COFAL, para o uso dos servidores e funcionários do TRIBUNAL.;20/08/2021;24/08/2021;08/24/2026 00:00:00;Não informada
4;2021;50176270000126; TRIBUNAL DE CONTAS DO MUNICÍPIO DE SÃO PAULO - TCM/SP;O presente instrumento tem por objeto a mútua colaboração entre os órgãos signatários nas atividades de Controle Externo, por meio do intercâmbio de experiências e da integração de procedimentos e de metodologias, objetivando aprimorar e fortalecer as auditorias realizadas pelos partícipes.;03/09/2021;13/09/2021;09/13/2026 00:00:00;Não informada
5;2021;44943835000150;AÇÃO EDUCACIONAL CLARETIANA entidade mantenedora do CLARETIANO- CENTRO UNIVERSITÁRIO;Este Convênio tem como objeto a concessão de estágio, obrigatório ou não obrigatório, pelo TRIBUNAL, a estudantes regularmente matriculados e frequentes nos cursos de graduação da INSTITUIÇÃO CONVENIADA, que seja de interesse do TRIBUNAL.;05/10/2021;06/10/2021;10/06/2026 00:00:00;Não informada
3;2021;17254509000163;CONSELHO REGIONAL DE ENGENHARIA E AGRONOMIA DE MINAS GERAIS;"O presente Acordo de Cooperação Técnica, tem por objeto o intercâmbio de informações e cooperação técnica nas áreas de fiscalização, pesquisa, capacitações, serviço e o estabelecimento de mecanismos para sua realização, entre o TRIBUNAL e o CREA/MG.

Parágrafo único - No intercâmbio de informações e cooperação técnica incluem-se a realização de estudos, assessoria, consultoria, troca de informações, prestação de serviços cooperativos integrados em áreas de interesse comum, julgados oportunos pelos convenentes e solicitados por iniciativa de qualquer dos participes.";08/10/2021;14/10/2021;11/22/2026 00:00:00;Não informada
3;2021;17254509000163;CONSELHO REGIONAL DE ENGENHARIA E AGRONOMIA DE MINAS GERAIS;"O presente Acordo de Cooperação Técnica, tem por objeto o intercâmbio de informações e cooperação técnica nas áreas de fiscalização, pesquisa, capacitações, serviço e o estabelecimento de mecanismos para sua realização, entre o TRIBUNAL e o CREA/MG.

Parágrafo único - No intercâmbio de informações e cooperação técnica incluem-se a realização de estudos, assessoria, consultoria, troca de informações, prestação de serviços cooperativos integrados em áreas de interesse comum, julgados oportunos pelos convenentes e solicitados por iniciativa de qualquer dos participes.";08/10/2021;14/10/2021;11/22/2026 00:00:00;Não informada
1;2021;04801221000110;TRIBUNAL DE CONTAS DO ESTADO DE RONDÔNIA;O presente Termo tem por objeto a conjugação de esforços entre os partícipes, mediante ações institucionais, colaborações mútuas e intercâmbio de conhecimento em prol da melhoria do exercício da atividade de controle externo, no âmbito de suas respectivas competências.;29/11/2021;01/12/2021;12/01/2026 00:00:00;Não informada
2;2021;17217985000104;UNIVERSIDADE FEDERAL DE MINAS GERAIS;"Este Convênio tem como objeto a concessão de estágio, obrigatório ou não obrigatório, pelo TRIBUNAL, a estudantes regularmente matriculados e frequentes nos cursos de graduação da INSTITUIÇÃO CONVENIADA, que seja de interesse do TRIBUNAL.

 
Parágrafo único - A concessão do estágio observará as normas pertinentes ao Programa de Estágio do TRIBUNAL.

 ";29/11/2021;01/12/2021;02/03/2027 00:00:00;Não informada
0;2021;58723800000110;INSTITUTO RUI BARBOSA;"TERMO DE ADESÃO À REDE NACIONAL DE INDICADORES PÚBLICOS

O TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS RESOLVE CELEBRAR O PRESENTE TERMO DE ADESÃO PARA INTEGRAR A REDE NACIONAL DE INDICADORES PÚBLICOS - REDE INDICON, NOS TERMOS DO ACORDO DE COOPERAÇÃO TÉCNICA Nº. 01/2021, FIRMADO EM 22 DE OUTUBRO DE 2021, PELO IRB E TCE-SP.";22/10/2021;22/10/2021;10/22/2026 00:00:00;Não informada
6;2021;05475103000121;SECRETARIA DE ESTADO DE GOVERNO;O presente Acordo de Cooperação Técnica tem por objeto a cessão, pela SEGOV ao TRIBUNAL, do direito de acesso ao Sistema Transacional - Sistema de Gestão de Convênios, Módulo Saída - SIGCON - Saída e ao Armazém de Informações, gerido pela SEGOV, bem como o treinamento para utilização do referido Sistema Transacional.;13/12/2021;14/12/2021;12/13/2026 00:00:00;Não informada
3;2021;16694697000188;CENTRO EDUCACIONAL DE FORMAÇÃO SUPERIOR-CEFOS;Concessão de estágio;13/12/2021;15/12/2021;02/03/2027 00:00:00;Não informada
5;2021;15424948000141;TRIBUNAL DE CONTAS DO ESTADO DE MATO GROSSO DO SUL;O  presente  instrumento  tem  por  objeto  a  mútua  colaboração  entre  os  órgãos signatários nas atividades de Controle Externo, por meio do intercâmbio de experiências e da integração de procedimentos e de metodologias, objetivando aprimorar e fortalecer as auditorias realizadas pelos partícipes.;16/12/2021;20/12/2021;12/20/2026 00:00:00;Não informada
4;2021;18715383000140; PREFEITURA DE BELO HORIZONTE;Cessão de servidores entre os convenentes, sem ônus para a origem ou com ônus para a origem . ;21/12/2021;12/01/2022;02/10/2027 00:00:00;Não informada
2;2021;04035135000143; TRIBUNAL DE CONTAS DO ESTADO DO  ACRE;O presente instrumento tem por objeto a mútua colaboração entre os órgãos signatários nas atividades de Controle Externo, por meio do intercâmbio de experiências e da integração de procedimentos e de metodologias, objetivando aprimorar e fortalecer as auditorias realizadas pelos partícipes.;25/10/2021;27/10/2021;10/26/2026 00:00:00;Não informada
1;2021;20923264000124;CONFRARIA NOSSA SENHORA DA PIEDADE DA PARÓQUIA DE NOSSA SENHORA DA PIEDADE DE PARÁ DE MINAS;Este Convênio tem como objeto a concessão de estágio, obrigatório ou não obrigatório, pelo TRIBUNAL, a estudantes regularmente matriculados e frequentes nos cursos de graduação da INSTITUIÇÃO CONVENIADA, que seja de interesse do TRIBUNAL.;21/07/2021;23/07/2021;07/23/2026 00:00:00;Não informada
250;2021;21154554000113;TRIBUNAL DE JUSTIÇA DO ESTADO DE MINAS GERAIS e outros;"O presente Protocolo de Intenções tem por objeto criar o Projeto ""Justiça em Rede"", tendo por metas envidar os esforços necessários para instituir ou revitalizar, em todas as Comarcas do Estado de Minas Gerais, uma rede conjunta e articulada de enfrentamento à violência doméstica e familiar contra as mulheres, bem como estimular e promover o compartilhamento de experiências e de fluxos de trabalho referentes ao combate à violência doméstica e familiar contra as mulheres. ";06/02/2024;01/01/2021;09/01/2026 00:00:00;Não informada
1;2022;00414607000118; TRIBUNAL DE CONTAS DA UNIÃO;O presente ACORDO tem por objeto estabelecer cooperação técnica entre o TCU e o TCE-MG para fiscalizar a aplicação de recursos públicos nos órgãos e entidades estaduais e municipais do Estado de Minas Gerais, na forma do art. 71, inciso VI, ;21/01/2022;25/01/2022;07/01/2024 00:00:00;Não informada
2;2022;0558568100011;Controladoria Geral Estado;Estabelecer mecanismos de cooperação entre a CGE e o TCEMG, visando ao desenvolvimento de projetos e ações que possam contribuir para a prevenção e o combate à corrupção.;09/02/2022;10/02/2022;02/10/2027 00:00:00;Não informada
2;2022;16695025000197;Policia Militar de Minas Gerais; tem por finalidade estabelecer a mútua cooperação institucional entre os partícipes, concretizado com o auxílio da PMMG no planejamento e na execução de ações de polícia preventiva e corretiva, de segurança pessoal, bem como instituir canal de relacionamento que propicie maior integração e intercâmbio de informações entre o TCEMG e a PMMG, como também favoreça a articulação com as representações policiais do Estado de Minas Gerais com vistas a apoiar os membros do TCEMG.;31/03/2022;01/04/2022;04/01/2027 00:00:00;Não informada
1;2022;00394460009602;UNIÃO, REPRESENTADA PELA SUPERINTENDÊNCIA DA RECEITA FEDERAL DO BRASIL EM MINAS GERAIS, 6ª REGIÃO FISCAL - SRRF-MG/6ªRF;"Constitui objeto deste ACORDO, o estabelecimento, entre as partes, de termos e condições para viabilizar:

Ações conjuntas entre SRRF-MG/6ªRF e TCE/MG para promoção da cidadania fiscal, ações de economia comportamental, capacitação mútua de gestores e agentes públicos de forma geral;

Melhoria no atendimento aos cidadãos e jurisdicionados do TCE/MG e da SRRF-MG/6ªRF;

Apoio e articulação para implementação de Núcleos de Apoio Contábil e Fiscal - NAF, inclusive aduaneiro, nos municípios mineiros, onde haverá parceria da Escola de Contas do Estado de Capacitação Professor Pedro Aleixo;

Produção de material, em conjunto ou em separado, de capacitação mútua para os colaboradores do TCE/MG, membros e servidores da SRRF-MG/6ªRF, alunos participantes do NAF e NAF Aduaneiro, bem como agentes públicos municipais e estaduais;

Realização de eventos conjuntos pela SRRF-MG/6ªRF e TCE/MG, com apoio de pessoal e/ou de material, quando houver necessidade, nas modalidades de parceria, de workshops, palestras, cursos e seminários para os cidadãos em geral, especialmente gestores e agentes públicos municipais, integrantes do NAF;

Exercício de suas atribuições fiscalizadoras por meio da troca de informações não protegidas por sigilo fiscal, tais como:

Informações contábeis, orçamentárias e financeiras;

Informações das folhas de pagamento;

Informações de pagamentos efetuados a contribuintes individuais/autônomos;

Informações de receitas das autarquias municipais e estaduais; e

Remunerações dos servidores ativos vinculados ao Regime Geral de Previdência Social.";31/03/2022;01/04/2022;04/01/2027 00:00:00;Não informada
1;2022;05461142000170;Secretaria de Estado de Planejamento e Gestão - Seplag;O presente termo tem por objeto a comunhão de esforços entre os convenentes para alienação de materiais e bens inservíveis pertencentes ao TCE/MG, por meio da modalidade leilão, com vistas à melhor destinação dos bens sob sua guarda.;08/04/2022;11/04/2022;04/11/2027 00:00:00;Não informada
1;2022;18715599000105;SECRETARIA DE ESTADO DA EDUCAÇÃO;Constitui objeto do presente TERMO DE COOPERAÇÃO a mútua cooperação entre as partes para o uso do Aplicativo Na Ponta do Lápis na Rede Estadual de ensino de Minas Gerais, unicamente com o objetivo de desenvolver, coordenar e gerenciar políticas públicas de educação a partir das informações obtidas, observando os princípios constantes da Constituição da República e das leis específicas, utilizando como referência o Plano de Trabalho previamente aprovado pelas Partes e que integrará o presente Termo de Cooperação.;11/04/2022;18/04/2022;04/11/2027 00:00:00;Não informada
3;2022;18715383000140;   MUNICÍPIO DE BELO HORIZONTE, por sua CONTROLADORIA-GERAL; visa o desenvolvimento de projetos e ações que possam contribuir para a prevenção e o combate à corrupção, para a promoção da transparência e da ética pública, para o fomento do controle social e para o fortalecimento da gestão pública, com maior efetividade na proteção dos recursos públicos.;25/04/2022;26/04/2022;06/13/2027 00:00:00;Não informada
1;2022;02475083000281;ESCOLA SUPERIOR DOM HELDER CÂMARA;"Este Convênio tem como objeto a concessão de estágio, obrigatório ou não obrigatório, pelo TRIBUNAL, a estudantes regularmente matriculados e frequentes nos cursos de graduação da INSTITUIÇÃO CONVENIADA, que seja de interesse do TRIBUNAL.

 Parágrafo único - A concessão do estágio observará as normas pertinentes ao Programa de Estágio do TRIBUNAL.";11/05/2022;12/05/2022;05/11/2027 00:00:00;Não informada
5;2022;19377514000199; SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONÔMICO; tem por objeto a cooperação entre os partícipes para a viabilização, planejamento e execução do projeto de implementação do processo de inovação aberta no TCEMG.;17/05/2022;19/05/2022;05/19/2024 00:00:00;Não informada
4;2022;3005102300019;TRIBUNAL DE CONTAS DO ESTADO DO RIO DE JANEIRO;O presente instrumento tem por objeto a mútua colaboração entre os órgãos signatários nas atividades de Controle Externo, por meio do intercâmbio de experiências e da integração de procedimentos e de metodologias, objetivando aprimorar e fortalecer as auditorias realizadas pelos partícipes.;19/05/2022;23/05/2022;05/23/2027 00:00:00;Não informada
2;2022;03516376000141;INSTITUTO NOVOS HORIZONTES DE ENSINO SUPERIOR E PESQUISAS mantenedor do CENTRO UNIVERSITÁRIO UNIHORIZONTES;"Este Convênio tem como objeto a concessão de estágio, obrigatório ou não obrigatório, pelo TRIBUNAL, a estudantes regularmente matriculados e frequentes nos cursos de graduação da INSTITUIÇÃO CONVENIADA, que seja de interesse do TRIBUNAL.

Parágrafo único - A concessão do estágio observará as normas pertinentes ao Programa de Estágio do TRIBUNAL.";19/05/2022;23/05/2022;06/22/2027 00:00:00;Não informada
2;2022;05461142000170;Secretaria de Estado de Planejamento e Gestão - Seplag e Fundação João Pinheiro;estabelecer a mútua cooperação institucional entre os partícipes visando disseminar a Inovação em Governo, nos moldes estabelecidos pela Portaria Conjunta Seplag/FJP n. 38, de 1º/9/2020, para os órgãos e entidades estaduais e municipais do Estado de Minas Gerais;17/05/2022;26/05/2022;05/26/2024 00:00:00;Não informada
6;2022;0496770000017;TRIBUNAL DE CONTAS DO ESTADO DO PARÁ;"Este acordo tem por objeto estabelecer programa de cooperação educacional, técnico e científico entre o TCEPA e o TCEMG para o desenvolvimento de cursos, sistemas tecnológicos, estudos, pesquisas e ações direcionadas à capacitação de servidores, membros e gestores públicos.

 ";31/05/2022;02/06/2022;06/02/2024 00:00:00;Não informada
2296598;2022;26664015000148; CONTROLADORIA-GERAL DA UNIÃO;"O o estabelecimento de mecanismos de cooperação entre a CGU e o TCE-MG, visando aodesenvolvimento de projetos e ações que possam contribuir para a prevenção e o combate à corrupção, para a promoção da transparência e da ética pública, para o
fomento do controle social e para o fortalecimento da gestão pública, com maior efetividade na proteção dos recursos públicos.
";04/07/2022;08/07/2022;07/04/2027 00:00:00;Não informada
0;2022;00414607000118;TRIBUNAL DE CONTAS DA UNIÃO;"Como o objetivo de promover o intercâmbio de práticas e desenvolvimento de ações voltadas
à Gestão Sustentável do Legislativo em âmbito Nacional, trocando experiências, informações,
pesquisas, tecnologias e ações de sustentabilidade, entre outras ações dispostas no ACORDO de
cooperação técnica que instituiu a mencionada Rede.";20/03/2022;15/07/2022;11/08/2023 00:00:00;Não informada
7;2022;352346361;TRIBUNAL DE CONTAS DE CABO VERDE;" Para realizar intercâmbio de experiências, tecnologias e capacitações visando ao aperfeiçoamento e à especialização técnica de recursos humanos, ao desenvolvimento institucional e da gestão pública, mediante a implementação de ações conjuntas ou de apoio mútuo e de atividades complementares de interesses comuns.

 ";25/07/2022;27/07/2022;07/27/2027 00:00:00;Não informada
2;2022;60701190000104;ITAÚ UNIBANCO S/A;Cessão de Uso do espaço físico localizado no 2º andar do Edifício Sede do TRIBUNAL, para a instalação de 1 (um) terminal de atendimento bancário (caixa eletrônico) do ITAÚ UNIBANCO, para o uso dos servidores e funcionários do TRIBUNAL.;25/07/2022;27/07/2022;12/22/2026 00:00:00;Não informada
3;2022;60701190000104;ITAÚ UNIBANCO S.A;Este Termo tem como objeto a cessão de uso do espaço físico de aproximadamente 90,00m² (noventa metros quadrados), especificado em planta anexa, localizado na área interna 2º andar do Edifício Sede do Tribunal, para funcionamento do Posto de Atendimento Bancário - PAB do ITAÚ UNIBANCO, para uso dos servidores, aposentados, funcionários e pensionistas do TRIBUNAL.;25/07/2022;27/07/2022;12/22/2026 00:00:00;Não informada
186;2022;21154554000113;TRIBUNAL DE JUSTIÇA DO ESTADO DE MINAS GERAIS E OUTROS;"O objeto do presente Acordo de Cooperação Técnica consiste na mútua cooperação entre o Estado de Minas Gerais, por meio da SEPLAG-MG, o TJMG, o MPMG, o TJMMG, o TCEMG, o TREMG, a ALMG, a UFMG e a DPMG para criar uma rede estadual de difusão de conhecimento técnico, intercâmbio e compartilhamento de boas práticas referentes ao Sistema Eletrônico de Informações (SEI), desenvolvido pelo Tribunal Regional Federal da 4º Região(TRF4) e cedido gratuitamente para as instituições públicas.
";10/08/2022;24/08/2022;08/31/2023 00:00:00;Não informada
1;2022;07781345000179;ASSOCIAÇÃO DE ASSISTENCIA A SAÚDE DA AMAGIS - AMAGIS SAÚDE;Constitui objeto deste instrumento a formalização do credenciamento da CONSIGNATÁRIA perante este TRIBUNAL, com vistas a propiciar operações de consignação, na folha de pagamento dos Conselheiros do TRIBUNAL, doravante denominados CONSIGNADOS.;29/08/2022;31/08/2022;08/31/2027 00:00:00;Não informada
2;2022;16634966000110;ASSOCIAÇÃO DOS MAGISTRADOS MINEIROS - AMAGIS;Constitui objeto deste instrumento a formalização do credenciamento da CONSIGNATÁRIA perante este TRIBUNAL, com vistas a propiciar operações de consignação, na folha de pagamento dos Conselheiros do TRIBUNAL, doravante denominados CONSIGNADOS.;29/08/2022;31/08/2022;08/31/2027 00:00:00;Não informada
0;2022;05461142000170;GOVERNO DO ESTADO DE MINAS GERAIS POR INTERMEDIO DA SEPLAG;O objeto do presente Termo de Adesão é a integração à REDE CAPACITA COMPRAS, formalizando parceria para a implementação de iniciativas relacionadas à produção, à organização de conteúdo e à disseminação de conhecimento relacionados à temática e ao desenvolvimento de programas e iniciativas de modernização das compras públicas.;31/08/2022;02/09/2022;06/09/2027 00:00:00;Não informada
3;2022;0346662300022;FACULDADE DE MINAS - FAMINAS-BH;Concessão de Estágio;06/09/2022;08/09/2022;09/07/2027 00:00:00;Não informada
246;2022;21154554000113;TRIBUNAL DE JUSTIÇA DE MINAS GERAIS;O estabelecimento de cooperação entre os partícipes para o intercâmbio de experiências e informações, mediante a implementação de ações conjuntas e de apoio mútuo, visando à implementação de programas e ações interinstitucionais de inovação e pesquisa científica e tecnológica.;12/09/2022;14/09/2022;06/28/2027 00:00:00;Não informada
